Problem_ID,Status,Nodes_Explored,Time_Seconds,Order_Type
669,Solved,4075230,1.45018,0
670,Timeout,-1,60,0
671,Solved,78533467,26.1014,0
672,Solved,90300,0.037816,0
673,Solved,89796,0.036268,0
674,Solved,1610,0.002546,0
675,Solved,10905,0.00624,0
676,Solved,1563,0.002883,0
677,Solved,341484,0.077791,0
678,Solved,49041,0.021061,0
679,Solved,92224,0.041272,0
680,Timeout,-1,60,0
681,Solved,48699,0.020868,0
682,Solved,78114304,32.5996,0
683,Solved,1647932,0.534874,0
684,Solved,15623,0.006514,0
685,Solved,69824,0.017116,0
686,Solved,179076,0.07388,0
687,Solved,15551,0.007828,0
688,Solved,246491,0.084109,0
689,Solved,339731,0.085624,0
690,Solved,22868911,7.29032,0
691,Solved,202854,0.073596,0
692,Solved,23299056,7.62298,0
693,Solved,2352,0.002513,0
694,Solved,127969874,42.5554,0
695,Solved,74214325,25.6997,0
696,Solved,90260,0.030126,0
697,Solved,273,0.001396,0
698,Solved,246067,0.080172,0
699,Solved,43042604,14.2475,0
700,Solved,7169073,2.86029,0
701,Solved,78162418,25.9202,0
702,Timeout,-1,60,0
703,Timeout,-1,60,0
704,Solved,11728,0.006455,0
705,Solved,8586299,3.104,0
706,Timeout,-1,60,0
707,Solved,739109,0.161499,0
708,Solved,8770459,2.73622,0
709,Solved,1034,0.002007,0
710,Solved,323442,0.128338,0
711,Timeout,-1,60,0
712,Solved,35290,0.014846,0
713,Solved,342,0.001898,0
714,Solved,207878,0.067565,0
715,Solved,61820575,20.5302,0
716,Solved,19478,0.009813,0
717,Solved,106484112,36.3355,0
718,Solved,134902,0.046143,0
719,Solved,2416,0.00323,0
720,Solved,230807,0.074022,0
721,Solved,3998,0.003737,0
722,Solved,59770827,13.4462,0
723,Solved,207181,0.073667,0
724,Solved,7303110,2.4717,0
725,Solved,69691066,26.7943,0
726,Solved,11696,0.007554,0
727,Solved,134703073,45.4717,0
728,Solved,31278920,12.0684,0
729,Solved,215051,0.081791,0
730,Solved,31963,0.012898,0
731,Solved,49284,0.019892,0
732,Solved,35411,0.013757,0
733,Solved,207197,0.073666,0
734,Solved,269761,0.105388,0
735,Solved,41899983,14.1052,0
736,Solved,49212,0.02488,0
737,Solved,69698944,28.202,0
738,Solved,195780,0.087919,0
739,Solved,202862,0.099457,0
740,Timeout,-1,60,0
741,Solved,22260165,9.11068,0
742,Solved,22884395,7.42813,0
743,Solved,150273122,52.4429,0
744,Solved,158128824,53.5963,0
745,Timeout,-1,60,0
746,Solved,178950,0.072874,0
747,Solved,638954,0.15953,0
748,Solved,2404,0.002897,0
749,Solved,11600,0.006559,0
750,Solved,31259,0.013414,0
751,Solved,217,0.001838,0
752,Timeout,-1,60,0
753,Solved,4075430,1.56771,0
754,Solved,361298,0.147327,0
755,Solved,15671,0.006708,0
756,Solved,13281232,4.22576,0
757,Solved,23117,0.009484,0
758,Timeout,-1,60,0
759,Solved,561,0.002097,0
760,Solved,46,0.001556,0
761,Solved,31988,0.01167,0
762,Solved,66202,0.025816,0
763,Solved,21010,0.011926,0
764,Solved,2356,0.002272,0
765,Solved,131926082,53.22,0
766,Solved,131753145,43.4061,0
767,Solved,5591074,1.82429,0
768,Solved,11264,0.005126,0
769,Solved,246451,0.107183,0
770,Solved,170409,0.04247,0
771,Solved,545,0.002016,0
772,Solved,8728180,2.70105,0
773,Solved,72690562,28.5467,0
774,Solved,39179780,8.65675,0
775,Solved,203342,0.064669,0
776,Solved,26418,0.015373,0
777,Solved,238333,0.078603,0
778,Solved,4282944,1.64921,0
779,Timeout,-1,60,0
780,Solved,5801875,2.23608,0
781,Solved,19,0.001925,0
782,Solved,38242827,12.8141,0
783,Solved,214843,0.099103,0
784,Solved,279121,0.087897,0
785,Solved,297849,0.120195,0
786,Solved,90164,0.036407,0
787,Solved,23509,0.010142,0
788,Solved,65127,0.027705,0
789,Solved,192901,0.079568,0
790,Solved,238621,0.098701,0
791,Solved,8642086,3.08519,0
792,Solved,2438,0.002689,0
793,Solved,246563,0.095374,0
794,Solved,19318,0.008963,0
795,Solved,342,0.002219,0
796,Solved,19550,0.009193,0
797,Timeout,-1,60,0
798,Solved,15183,0.00728,0
799,Solved,84489406,31.1142,0
800,Solved,37982,0.017211,0
801,Solved,182883,0.060366,0
802,Solved,203398,0.070777,0
803,Solved,10168942,3.13926,0
804,Solved,218978,0.095273,0
805,Solved,27265,0.011024,0
806,Solved,12690,0.005475,0
807,Timeout,-1,60,0
808,Solved,265280,0.087789,0
809,Solved,46320926,15.4363,0
810,Solved,35178,0.015162,0
811,Solved,127965331,49.1059,0
812,Solved,1555,0.00362,0
813,Solved,27460,0.014355,0
814,Timeout,-1,60,0
815,Solved,3197,0.003515,0
816,Solved,12795266,3.09266,0
817,Solved,17632915,5.6754,0
818,Solved,7055623,2.22571,0
819,Solved,135767,0.046106,0
820,Solved,226416,0.095371,0
821,Solved,30120794,12.883,0
822,Solved,8586563,2.97294,0
823,Solved,96641,0.035459,0
824,Solved,230783,0.087169,0
825,Solved,5798316,2.28457,0
826,Solved,288481,0.133132,0
827,Timeout,-1,60,0
828,Solved,126063229,51.1841,0
829,Solved,78163436,27.1953,0
830,Solved,5560254,2.06102,0
831,Timeout,-1,60,0
832,Solved,215107,0.087745,0
833,Solved,102454,0.036708,0
834,Solved,8645332,3.16283,0
835,Solved,81552839,31.0391,0
836,Timeout,-1,60,0
837,Solved,5387,0.003681,0
838,Solved,17887919,7.13914,0
839,Solved,49711510,12.3505,0
840,Timeout,-1,60,0
841,Solved,32150,0.015553,0
842,Solved,238741,0.12835,0
843,Solved,19062,0.00897,0
844,Solved,219074,0.085282,0
845,Solved,27404,0.013291,0
846,Solved,84485623,31.7755,0
847,Solved,226808,0.077475,0
848,Solved,77084734,24.9793,0
849,Solved,521,0.003199,0
850,Solved,10293757,3.94625,0
851,Solved,10144932,4.08832,0
852,Solved,366949,0.152454,0
853,Solved,23439680,8.6255,0
854,Solved,319644,0.123419,0
855,Solved,15647,0.007854,0
856,Solved,297761,0.112359,0
857,Solved,215035,0.085461,0
858,Solved,22970878,7.35122,0
859,Solved,226960,0.083599,0
860,Solved,57,0.002313,0
861,Solved,13230871,5.20104,0
862,Solved,432605,0.174843,0
863,Solved,20189388,7.55551,0
864,Solved,222250,0.089164,0
